Battery,Cycle,Fade_percentage,Current_capacity,Nominal_capacity,SOH,Capacity,Ambient_temperature,Voltage_mean,Voltage_max,Temperature_mean,Temperature_max,Time_at_max_temp,Discharge_duration
B0033,95,20,1.6,2,0.3117,0.3117,24,0.537,0.9273,0.2563,0.4592,0.3628,3064.437
B0033,96,20,1.6,2,0.3564,0.3564,24,0.4338,0.9366,0.4893,0.6079,0.4089,3083.25
B0033,97,20,1.6,2,0.3659,0.3659,24,0.5918,0.4892,0.5609,0.6004,0.3786,3076.484
B0033,98,20,1.6,2,0.3897,0.3897,24,0.4738,0.3471,0.6084,0.6647,0.4061,3081.297
B0033,99,20,1.6,2,0.3077,0.3077,24,0.4693,0.4823,0.385,0.5424,0.3621,3065.953
B0033,100,20,1.6,2,0.2753,0.2753,24,0.5193,0.4571,0.3224,0.5004,0.3283,3055.828
B0033,101,20,1.6,2,0.2865,0.2865,24,0.4879,0.9198,0.3548,0.5192,0.3411,3051.468
B0033,102,20,1.6,2,0.3306,0.3306,24,0.4479,0.9549,0.618,0.668,0.3868,3069.0
B0033,103,20,1.6,2,0.3831,0.3831,24,0.5183,0.4885,0.782,0.7491,0.4012,3079.235
B0033,104,20,1.6,2,0.3088,0.3088,24,0.4927,0.4607,0.6071,0.655,0.3667,3070.344
B0033,105,20,1.6,2,0.2391,0.2391,24,0.6076,0.4254,0.3414,0.4891,0.2956,3051.484
B0033,106,20,1.6,2,0.2433,0.2433,24,0.5498,0.9277,0.3224,0.505,0.3002,3054.812
B0033,107,20,1.6,2,0.2517,0.2517,24,0.4689,0.9246,0.3817,0.5526,0.31,3046.532
B0033,108,20,1.6,2,0.3447,0.3447,24,0.5101,0.4198,0.7671,0.7583,0.366,3071.782
B0033,109,20,1.6,2,0.3453,0.3453,24,0.5395,0.4312,0.8917,0.8372,0.3662,3074.532
B0033,110,20,1.6,2,0.2758,0.2758,24,0.4989,0.4591,0.684,0.7444,0.3357,3053.656
B0033,111,20,1.6,2,0.2034,0.2034,24,0.5725,0.3835,0.4306,0.5815,0.2634,3031.953
B0033,112,20,1.6,2,0.1703,0.1703,24,0.3977,0.4048,0.4206,0.6071,0.2712,3023.5
B0033,113,20,1.6,2,0.1929,0.1929,24,0.3294,0.3598,0.5443,0.7084,0.2969,3042.703
B0033,115,20,1.6,2,0.3099,0.3099,24,0.8253,0.2806,0.6086,0.6146,0.292,3066.766
B0033,116,20,1.6,2,0.2347,0.2347,24,0.7666,0.4109,0.47,0.5409,0.2569,3046.125
B0033,117,20,1.6,2,0.2387,0.2387,24,0.6023,0.3894,0.4819,0.5971,0.2624,3033.625
B0033,118,20,1.6,2,0.2095,0.2095,24,0.4919,0.8989,0.4908,0.6328,0.2746,3028.562
B0033,119,20,1.6,2,0.1744,0.1744,24,0.5553,0.3595,0.4671,0.6136,0.2392,3020.984
B0033,120,20,1.6,2,0.1488,0.1488,24,0.6101,0.1523,0.4649,0.5927,0.2135,3017.391
B0033,121,20,1.6,2,0.1956,0.1956,24,0.5435,0.3503,0.4699,0.5804,0.2209,3022.14
B0033,122,20,1.6,2,0.1554,0.1554,24,0.4769,0.3535,0.4757,0.6067,0.2212,3009.016
B0033,123,20,1.6,2,0.097,0.097,24,0.6184,0.9082,0.4208,0.6099,0.2069,3014.672
B0033,124,20,1.6,2,0.1319,0.1319,24,0.5816,0.9061,0.4207,0.6004,0.1989,3010.703
B0033,125,20,1.6,2,0.0932,0.0932,24,0.4983,0.3463,0.4965,0.6716,0.2018,3011.75
B0033,126,20,1.6,2,0.1428,0.1428,24,0.4815,0.8996,0.5,0.647,0.2117,3005.734
B0033,127,20,1.6,2,0.1071,0.1071,24,0.5412,0.3183,0.479,0.6074,0.1745,2993.75
B0033,128,20,1.6,2,0.1124,0.1124,24,0.5181,0.884,0.4786,0.632,0.1816,2998.125
B0033,129,20,1.6,2,0.0804,0.0804,24,0.3932,0.8781,0.5094,0.6775,0.1925,2990.859
B0033,130,20,1.6,2,0.1265,0.1265,24,0.5269,0.2753,0.781,0.855,0.1974,3024.453
B0033,131,20,1.6,2,0.173,0.173,24,0.4014,0.3398,1.0,1.0,0.2456,3030.765
B0033,132,20,1.6,2,0.1377,0.1377,24,0.2291,0.8681,0.9538,0.9935,0.2531,3020.813
B0033,133,20,1.6,2,0.1036,0.1036,24,0.0,0.8331,0.8633,0.9887,0.2185,2998.156
B0033,136,20,1.6,2,0.2137,0.2137,24,0.6346,0.1643,0.8707,0.8566,0.2482,3047.703
B0033,137,20,1.6,2,0.1715,0.1715,24,0.2722,0.3215,0.8133,0.8876,0.2494,3034.968
B0033,138,20,1.6,2,0.0539,0.0539,24,0.2833,0.8864,0.7215,0.9144,0.2149,3011.734
B0033,149,20,1.6,2,0.2881,0.2881,24,0.1279,0.7051,0.9483,0.8639,0.2907,2976.234
B0033,150,20,1.6,2,0.206,0.206,24,0.1847,0.8218,0.7453,0.7417,0.2505,2950.39
B0033,151,20,1.6,2,0.1719,0.1719,24,0.2619,0.2637,0.6073,0.6638,0.2151,2941.719
B0033,152,20,1.6,2,0.1332,0.1332,24,0.4764,0.859,0.5252,0.5976,0.1757,2946.969
B0033,153,20,1.6,2,0.1387,0.1387,24,0.3749,0.8364,0.5627,0.6253,0.1832,2936.171
B0033,154,20,1.6,2,0.1467,0.1467,24,0.278,0.8445,0.6084,0.6662,0.1919,2927.281
B0033,155,20,1.6,2,0.1171,0.1171,24,0.3665,0.8382,0.5525,0.6239,0.1638,2924.422
B0033,157,20,1.6,2,0.5205,0.5205,24,0.3822,0.3732,0.8481,0.6493,0.4886,3056.172
B0033,158,20,1.6,2,0.4833,0.4833,24,0.2926,0.2867,0.6946,0.5881,0.4518,3045.078
B0033,159,20,1.6,2,0.4453,0.4453,24,0.3641,0.8482,0.5842,0.5365,0.4134,3034.25
B0033,160,20,1.6,2,0.4048,0.4048,24,0.4502,0.8417,0.5248,0.485,0.3731,3022.609
B0033,161,20,1.6,2,0.3725,0.3725,24,0.408,0.8562,0.67,0.6081,0.3831,3028.828
B0033,162,20,1.6,2,0.4252,0.4252,24,0.4485,0.3058,0.8599,0.7087,0.3942,3037.875
B0033,163,20,1.6,2,0.3572,0.3572,24,0.596,0.2077,0.6305,0.557,0.3266,3023.187
B0033,164,20,1.6,2,0.2967,0.2967,24,0.4764,0.8694,0.4827,0.5212,0.3075,2996.922
B0033,165,20,1.6,2,0.257,0.257,24,0.5474,0.8616,0.4025,0.4554,0.2669,2986.469
B0033,166,20,1.6,2,0.2255,0.2255,24,0.6599,0.8631,0.4105,0.4423,0.2374,2979.219
B0033,167,20,1.6,2,0.2712,0.2712,24,0.7366,0.2873,0.5439,0.4993,0.2375,2995.047
B0033,168,20,1.6,2,0.2847,0.2847,24,0.7441,0.901,0.633,0.5422,0.2532,2989.828
B0033,169,20,1.6,2,0.2813,0.2813,24,0.7111,0.8871,0.6025,0.5427,0.2488,2989.391
B0033,170,20,1.6,2,0.2049,0.2049,24,0.6037,0.9054,0.4507,0.4878,0.2163,2967.281
B0033,171,20,1.6,2,0.1564,0.1564,24,0.7425,0.8586,0.3539,0.4044,0.1661,2962.609
B0033,172,20,1.6,2,0.1698,0.1698,24,0.5673,0.2496,0.3599,0.4564,0.1813,2957.016
B0033,173,20,1.6,2,0.2143,0.2143,24,0.5922,0.8635,0.6236,0.5917,0.2271,2973.281
B0033,174,20,1.6,2,0.2275,0.2275,24,0.713,0.1644,0.682,0.5873,0.1954,2968.016
B0033,175,20,1.6,2,0.1892,0.1892,24,0.8078,0.2134,0.5549,0.5028,0.1568,2959.281
B0033,176,20,1.6,2,0.1443,0.1443,24,0.6461,0.8768,0.4442,0.4864,0.1573,2942.797
B0033,178,20,1.6,2,0.1526,0.1526,24,0.6771,0.3141,0.4289,0.4587,0.1655,2948.891
B0033,179,20,1.6,2,0.158,0.158,24,0.5374,0.8679,0.4263,0.4978,0.1726,2938.547
B0033,180,20,1.6,2,0.1179,0.1179,24,0.6424,0.8341,0.3883,0.4454,0.1313,2925.484
B0033,181,20,1.6,2,0.126,0.126,24,0.5454,0.8454,0.3992,0.4759,0.1404,2917.297
B0033,182,20,1.6,2,0.1276,0.1276,24,0.5224,0.7927,0.4607,0.5134,0.1427,2918.938
B0033,183,20,1.6,2,0.1006,0.1006,24,0.5416,0.0,0.4269,0.5031,0.116,2918.25
B0033,184,20,1.6,2,0.0954,0.0954,24,0.6088,0.7938,0.3951,0.4571,0.1108,2915.484
B0033,185,20,1.6,2,0.0602,0.0602,24,0.7143,0.7828,0.3776,0.424,0.0751,2906.015
B0033,186,20,1.6,2,0.0655,0.0655,24,0.6122,0.6706,0.4574,0.455,0.0812,2894.14
B0033,187,20,1.6,2,0.0807,0.0807,24,0.7503,0.4374,0.5077,0.5227,0.0514,2892.031
B0033,188,20,1.6,2,0.0341,0.0341,24,0.6749,0.0997,0.3476,0.4185,0.0506,2888.719
B0033,189,20,1.6,2,0.0338,0.0338,24,0.6853,0.8384,0.341,0.3945,0.0505,2875.641
B0033,190,20,1.6,2,0.0362,0.0362,24,0.6056,0.7461,0.378,0.4367,0.0529,2860.781
B0033,191,20,1.6,2,0.044,0.044,24,0.5267,0.779,0.4042,0.4759,0.0612,2852.844
B0033,192,20,1.6,2,0.0,0.0,24,0.7,0.7138,0.4147,0.3989,0.0164,2854.64
B0033,194,20,1.6,2,0.1534,0.1534,24,0.8807,0.4665,0.9712,0.7127,0.0797,2896.063
B0033,195,20,1.6,2,0.0638,0.0638,24,0.6287,0.8226,0.6812,0.6032,0.0829,2866.234
B0033,196,20,1.6,2,0.0202,0.0202,24,0.6133,0.8372,0.5202,0.5197,0.0384,2836.609
B0033,197,20,1.6,2,0.0277,0.0277,24,0.7385,0.8263,0.4461,0.4412,0.0,2829.516
B0034,6,20,1.6,2,0.7305,0.7305,24,0.1087,0.8722,0.1581,0.1471,0.9885,3242.578
B0034,7,20,1.6,2,0.7338,0.7338,24,0.1707,0.6187,0.1275,0.1381,0.9567,3234.625
B0034,8,20,1.6,2,0.6801,0.6801,24,0.2491,1.0,0.1844,0.2178,0.9296,3235.36
B0034,9,20,1.6,2,0.6359,0.6359,24,0.2902,0.7833,0.1554,0.2042,0.885,3236.125
B0034,10,20,1.6,2,0.5885,0.5885,24,0.3953,0.7732,0.1125,0.1562,0.8335,3230.25
B0034,11,20,1.6,2,0.573,0.573,24,0.3677,0.7473,0.1055,0.201,0.8199,3226.078
B0034,12,20,1.6,2,0.6014,0.6014,24,0.4249,0.5648,0.1338,0.1629,0.8133,3224.5
B0034,13,20,1.6,2,0.5568,0.5568,24,0.5319,0.7441,0.0818,0.104,0.7664,3222.188
B0034,14,20,1.6,2,0.5393,0.5393,24,0.5274,0.7414,0.0737,0.1095,0.7498,3216.546
B0034,15,20,1.6,2,0.5275,0.5275,24,0.6238,0.6559,0.044,0.0735,0.6964,3211.859
B0034,16,20,1.6,2,0.5855,0.5855,24,0.7517,0.6551,0.1098,0.0345,0.6797,3215.859
B0034,17,20,1.6,2,0.7346,0.7346,24,0.698,0.5136,0.2885,0.1066,0.77,3225.125
B0034,18,20,1.6,2,0.8566,0.8566,24,0.7344,0.7381,0.4399,0.1314,0.8239,3234.343
B0034,19,20,1.6,2,0.6567,0.6567,24,0.8318,0.7278,0.16,0.0403,0.6829,3218.25
B0034,20,20,1.6,2,0.5275,0.5275,24,0.7811,0.6301,0.0636,0.0389,0.6258,3203.5
B0034,21,20,1.6,2,0.4692,0.4692,24,0.823,0.4533,0.0,0.0,0.5614,3194.39
B0034,23,20,1.6,2,1.0,1.0,24,0.4426,0.4584,0.3571,0.3721,1.0,3252.985
B0034,24,20,1.6,2,0.8256,0.8256,24,0.5743,0.7703,0.2306,0.369,0.8908,3245.25
B0034,25,20,1.6,2,0.7301,0.7301,24,0.7329,0.6607,0.1818,0.3501,0.7836,3235.031
B0034,26,20,1.6,2,0.7147,0.7147,24,0.7019,0.7211,0.2167,0.423,0.7691,3228.141
B0034,27,20,1.6,2,0.7252,0.7252,24,0.7523,0.703,0.2546,0.4033,0.7386,3217.875
B0034,28,20,1.6,2,0.7518,0.7518,24,0.8289,0.4696,0.3232,0.4085,0.725,3220.219
B0034,29,20,1.6,2,0.6905,0.6905,24,0.8091,0.7065,0.2862,0.4084,0.7014,3210.234
B0034,30,20,1.6,2,0.5875,0.5875,24,0.8505,0.6504,0.1826,0.3614,0.6773,3210.546
B0034,31,20,1.6,2,0.5259,0.5259,24,0.7917,0.6538,0.1569,0.4072,0.6086,3200.969
B0034,32,20,1.6,2,0.5391,0.5391,24,0.8811,0.6945,0.174,0.3689,0.5787,3188.625
B0034,33,20,1.6,2,0.6462,0.6462,24,0.8949,0.5903,0.2728,0.3974,0.6118,3191.735
B0034,34,20,1.6,2,0.5811,0.5811,24,0.8905,0.6911,0.2503,0.4182,0.5852,3190.313
B0034,35,20,1.6,2,0.516,0.516,24,0.9712,0.7458,0.1396,0.3632,0.5136,3182.156
B0034,36,20,1.6,2,0.4909,0.4909,24,0.86,0.6561,0.1744,0.4418,0.5314,3180.156
B0034,37,20,1.6,2,0.4669,0.4669,24,0.921,0.7066,0.1668,0.4037,0.5067,3171.953
B0034,38,20,1.6,2,0.6911,0.6911,24,0.9303,0.5558,0.4757,0.4808,0.6247,3192.172
B0034,39,20,1.6,2,0.7532,0.7532,24,0.7994,0.6356,0.6656,0.6188,0.6972,3194.735
B0034,40,20,1.6,2,0.7187,0.7187,24,0.9391,0.6448,0.5132,0.5096,0.6109,3178.75
B0034,41,20,1.6,2,0.5291,0.5291,24,1.0,0.6145,0.2663,0.3922,0.4894,3165.359
B0034,42,20,1.6,2,0.465,0.465,24,0.9717,0.7056,0.2023,0.3943,0.4661,3155.25
B0034,43,20,1.6,2,0.8949,0.8949,24,0.5426,0.0,0.5609,0.5404,0.8167,3173.766
B0034,44,20,1.6,2,0.9199,0.9199,24,0.6392,0.6544,0.7416,0.6673,0.8483,3199.485
B0034,45,20,1.6,2,0.8027,0.8027,24,0.842,0.6732,0.5475,0.5342,0.7142,3196.015
B0034,48,20,1.6,2,0.8844,0.8844,24,0.2848,0.625,0.5555,0.6777,0.9048,3183.516
B0034,49,20,1.6,2,0.7323,0.7323,24,0.5101,0.6778,0.4537,0.631,0.7825,3183.797
B0034,50,20,1.6,2,0.7866,0.7866,24,0.4525,0.5904,0.5949,0.7203,0.7964,3191.516
B0034,51,20,1.6,2,0.8427,0.8427,24,0.5229,0.654,0.7787,0.7419,0.8123,3189.985
B0034,52,20,1.6,2,0.8154,0.8154,24,0.5163,0.4167,0.7586,0.7871,0.7827,3189.734
B0034,53,20,1.6,2,0.6622,0.6622,24,0.6338,0.4615,0.5652,0.7011,0.6575,3176.016
B0034,54,20,1.6,2,0.6298,0.6298,24,0.6831,0.6407,0.5211,0.6775,0.6212,3171.36
B0034,55,20,1.6,2,0.5608,0.5608,24,0.6572,0.5385,0.5233,0.7033,0.5943,3170.843
B0034,56,20,1.6,2,0.6126,0.6126,24,0.6714,0.5554,0.6013,0.716,0.6045,3164.672
B0034,57,20,1.6,2,0.7615,0.7615,24,0.653,0.4829,0.8214,0.8169,0.6773,3177.453
B0034,58,20,1.6,2,0.6864,0.6864,24,0.6683,0.5397,0.7537,0.8001,0.6417,3172.375
B0034,59,20,1.6,2,0.4842,0.4842,24,0.8476,0.5262,0.4153,0.6177,0.4621,3158.406
B0034,60,20,1.6,2,0.4078,0.4078,24,0.84,0.6333,0.3564,0.6021,0.4262,3141.578
B0034,61,20,1.6,2,0.3306,0.3306,24,0.8449,0.5959,0.3125,0.5964,0.3896,3138.187
B0034,62,20,1.6,2,0.6055,0.6055,24,0.7004,0.5517,0.6574,0.7383,0.5544,3157.969
B0034,63,20,1.6,2,0.6325,0.6325,24,0.8406,0.3155,0.8141,0.7645,0.536,3159.281
B0034,64,20,1.6,2,0.5902,0.5902,24,0.7556,0.6807,0.7083,0.7846,0.539,3150.375
B0034,65,20,1.6,2,0.3797,0.3797,24,0.8119,0.601,0.4085,0.6448,0.4002,3134.078
B0034,66,20,1.6,2,0.3033,0.3033,24,0.7888,0.464,0.3611,0.6517,0.3657,3129.797
B0034,68,20,1.6,2,0.9597,0.9597,24,0.3556,0.4908,0.8334,0.7657,0.8638,3196.859
B0034,69,20,1.6,2,0.799,0.799,24,0.5018,0.5835,0.6318,0.7022,0.7331,3171.906
B0034,70,20,1.6,2,0.5958,0.5958,24,0.5576,0.4618,0.4398,0.6653,0.605,3160.843
B0034,71,20,1.6,2,0.4994,0.4994,24,0.7031,0.4344,0.3396,0.5671,0.4946,3147.141
B0034,72,20,1.6,2,0.4194,0.4194,24,0.712,0.5272,0.301,0.5842,0.4561,3141.203
B0034,73,20,1.6,2,0.6147,0.6147,24,0.6151,0.4834,0.6307,0.7332,0.5771,3151.047
B0034,74,20,1.6,2,0.6728,0.6728,24,0.6858,0.5355,0.8142,0.7953,0.592,3159.172
B0034,75,20,1.6,2,0.5469,0.5469,24,0.6605,0.5053,0.556,0.722,0.5017,3141.047
B0034,76,20,1.6,2,0.3771,0.3771,24,0.6648,0.4077,0.3794,0.6829,0.4129,3135.031
B0034,77,20,1.6,2,0.2955,0.2955,24,0.8191,0.3689,0.2618,0.558,0.3215,3117.984
B0034,78,20,1.6,2,0.3033,0.3033,24,0.8236,0.445,0.2683,0.5697,0.3309,3125.328
B0034,79,20,1.6,2,0.3154,0.3154,24,0.7781,0.5767,0.3108,0.6049,0.3465,3120.172
B0034,80,20,1.6,2,0.239,0.239,24,0.7317,0.4088,0.2578,0.6239,0.3132,3116.641
B0034,81,20,1.6,2,0.2489,0.2489,24,0.865,0.3475,0.2657,0.5568,0.2734,3110.844
B0034,82,20,1.6,2,0.2548,0.2548,24,0.8377,0.6014,0.2433,0.5489,0.2807,3101.406
B0034,83,20,1.6,2,0.2707,0.2707,24,0.7165,0.29,0.2727,0.6159,0.3008,3099.563
B0034,84,20,1.6,2,0.2757,0.2757,24,0.7302,0.5975,0.2726,0.6078,0.3061,3104.64
B0034,85,20,1.6,2,0.2846,0.2846,24,0.849,0.5397,0.2563,0.5402,0.2658,3099.875
B0034,86,20,1.6,2,0.2492,0.2492,24,0.7172,0.5394,0.2573,0.6098,0.2801,3093.25
B0034,87,20,1.6,2,0.2587,0.2587,24,0.6952,0.5487,0.3063,0.6319,0.2917,3086.688
B0034,88,20,1.6,2,0.2225,0.2225,24,0.7785,0.3153,0.2472,0.5728,0.2527,3094.281
B0034,89,20,1.6,2,0.2331,0.2331,24,0.7464,0.5193,0.2841,0.607,0.266,3088.328
B0034,90,20,1.6,2,0.2909,0.2909,24,0.8406,0.5993,0.385,0.6015,0.2789,3095.687
B0034,91,20,1.6,2,0.3927,0.3927,24,0.8128,0.7603,0.5379,0.6731,0.3425,3102.062
B0034,92,20,1.6,2,0.3994,0.3994,24,0.7601,0.3525,0.6323,0.7593,0.3501,3107.141
B0034,93,20,1.6,2,0.2259,0.2259,24,0.7246,0.2345,0.3396,0.6421,0.2619,3090.719
B0034,94,20,1.6,2,0.1856,0.1856,24,0.7141,0.3706,0.2399,0.5995,0.2182,3069.812
B0034,95,20,1.6,2,0.1488,0.1488,24,0.8133,0.4962,0.1685,0.5214,0.1765,3064.437
B0034,96,20,1.6,2,0.2519,0.2519,24,0.7818,0.421,0.3714,0.6134,0.2408,3083.25
B0034,97,20,1.6,2,0.3109,0.3109,24,0.6512,0.569,0.5191,0.7249,0.3091,3076.484
B0034,98,20,1.6,2,0.3387,0.3387,24,0.6132,0.4632,0.5505,0.7572,0.3447,3081.297
B0034,99,20,1.6,2,0.2377,0.2377,24,0.7493,0.5375,0.2936,0.5849,0.2282,3065.953
B0034,100,20,1.6,2,0.1477,0.1477,24,0.7948,0.5418,0.227,0.5381,0.1813,3055.828
B0034,101,20,1.6,2,0.1612,0.1612,24,0.7076,0.412,0.2743,0.5946,0.1983,3051.468
B0034,102,20,1.6,2,0.3123,0.3123,24,0.7147,0.3647,0.5093,0.6861,0.2609,3069.0
B0034,103,20,1.6,2,0.4256,0.4256,24,0.68,0.3304,0.701,0.7842,0.336,3079.235
B0034,104,20,1.6,2,0.3325,0.3325,24,0.6573,0.3934,0.5329,0.7328,0.2874,3070.344
B0034,105,20,1.6,2,0.1968,0.1968,24,0.7606,0.4939,0.2825,0.575,0.1882,3051.484
B0034,106,20,1.6,2,0.1524,0.1524,24,0.6741,0.5172,0.2691,0.6177,0.1946,3054.812
B0034,107,20,1.6,2,0.1625,0.1625,24,0.8046,0.3719,0.2622,0.5498,0.1509,3046.532
B0034,108,20,1.6,2,0.3757,0.3757,24,0.6086,0.3962,0.7051,0.8321,0.3411,3071.782
B0034,109,20,1.6,2,0.4259,0.4259,24,0.6958,0.4983,0.8038,0.8449,0.341,3074.532
B0034,110,20,1.6,2,0.339,0.339,24,0.6043,0.4724,0.6329,0.7834,0.2989,3053.656
B0034,111,20,1.6,2,0.1992,0.1992,24,0.6509,0.3957,0.3733,0.6462,0.1969,3031.953
B0034,112,20,1.6,2,0.1574,0.1574,24,0.5495,0.5465,0.3467,0.6761,0.2076,3023.5
B0034,113,20,1.6,2,0.2342,0.2342,24,0.7261,0.3757,0.3804,0.608,0.1849,3042.703
B0034,115,20,1.6,2,0.3791,0.3791,24,0.746,0.3596,0.6111,0.7,0.2937,3066.766
B0034,116,20,1.6,2,0.2863,0.2863,24,0.6836,0.4294,0.4602,0.6465,0.2444,3046.125
B0034,117,20,1.6,2,0.2909,0.2909,24,0.7873,0.4707,0.3977,0.5721,0.1938,3033.625
B0034,118,20,1.6,2,0.254,0.254,24,0.6726,0.4946,0.3994,0.6241,0.2099,3028.562
B0034,119,20,1.6,2,0.2104,0.2104,24,0.7421,0.2346,0.3646,0.5761,0.1607,3020.984
B0034,120,20,1.6,2,0.2281,0.2281,24,0.5336,0.3767,0.4375,0.6836,0.241,3017.391
B0034,121,20,1.6,2,0.2355,0.2355,24,0.6768,0.4611,0.3742,0.5901,0.1927,3022.14
B0034,122,20,1.6,2,0.2363,0.2363,24,0.6187,0.482,0.3905,0.6142,0.1934,3009.016
B0034,123,20,1.6,2,0.2139,0.2139,24,0.6913,0.4894,0.3583,0.5832,0.1719,3014.672
B0034,124,20,1.6,2,0.2059,0.2059,24,0.6515,0.3532,0.3518,0.6036,0.1611,3010.703
B0034,125,20,1.6,2,0.2091,0.2091,24,0.679,0.3138,0.3826,0.5982,0.1652,3011.75
B0034,126,20,1.6,2,0.22,0.22,24,0.5771,0.3244,0.414,0.6525,0.1783,3005.734
B0034,127,20,1.6,2,0.1755,0.1755,24,0.5401,0.5496,0.4287,0.6806,0.186,2993.75
B0034,128,20,1.6,2,0.1823,0.1823,24,0.6758,0.4633,0.3725,0.6088,0.1361,2998.125
B0034,129,20,1.6,2,0.1417,0.1417,24,0.6002,0.5528,0.3949,0.6237,0.1506,2990.859
B0034,130,20,1.6,2,0.3015,0.3015,24,0.6252,0.3402,0.6701,0.7991,0.217,3024.453
B0034,131,20,1.6,2,0.3595,0.3595,24,0.5864,0.5007,0.8563,0.8765,0.2835,3030.765
B0034,132,20,1.6,2,0.3154,0.3154,24,0.6242,0.4438,0.7278,0.7809,0.2339,3020.813
B0034,133,20,1.6,2,0.2212,0.2212,24,0.5224,0.4299,0.5582,0.7443,0.186,2998.156
B0034,134,20,1.6,2,0.1748,0.1748,24,0.6059,0.4891,0.4563,0.645,0.134,2986.766
B0034,136,20,1.6,2,0.4099,0.4099,24,0.5446,0.344,0.8068,0.8365,0.346,3047.703
B0034,137,20,1.6,2,0.306,0.306,24,0.6955,0.3786,0.5652,0.6844,0.2277,3034.968
B0034,138,20,1.6,2,0.2111,0.2111,24,0.5704,0.1071,0.494,0.6799,0.1789,3011.734
B0034,139,20,1.6,2,0.167,0.167,24,0.7122,0.3497,0.3693,0.5577,0.1328,3002.922
B0034,140,20,1.6,2,0.1491,0.1491,24,0.6988,0.4641,0.2596,0.468,0.1131,2986.718
B0034,141,20,1.6,2,0.2639,0.2639,24,0.7204,0.2742,0.5652,0.6112,0.1862,3006.203
B0034,142,20,1.6,2,0.3258,0.3258,24,0.5728,0.5344,0.7456,0.7744,0.2571,3011.609
B0034,143,20,1.6,2,0.2254,0.2254,24,0.7472,0.5061,0.4918,0.5721,0.1427,2985.953
B0034,144,20,1.6,2,0.1251,0.1251,24,0.7331,0.4387,0.3342,0.5013,0.0898,2976.313
B0034,145,20,1.6,2,0.1231,0.1231,24,0.6436,0.3865,0.335,0.5278,0.0885,2964.75
B0034,146,20,1.6,2,0.1854,0.1854,24,0.5004,0.3381,0.5051,0.66,0.161,2969.953
B0034,147,20,1.6,2,0.2452,0.2452,24,0.6941,0.5135,0.6191,0.654,0.1672,2988.453
B0034,148,20,1.6,2,0.3344,0.3344,24,0.6685,0.3647,0.9681,0.9101,0.2074,3001.235
B0034,149,20,1.6,2,0.2362,0.2362,24,0.5545,0.3006,0.6998,0.7751,0.158,2976.234
B0034,150,20,1.6,2,0.1357,0.1357,24,0.5028,0.2139,0.5543,0.694,0.1021,2950.39
B0034,151,20,1.6,2,0.092,0.092,24,0.394,0.2462,0.5033,0.7058,0.1142,2941.719
B0034,152,20,1.6,2,0.0966,0.0966,24,0.5411,0.2935,0.4297,0.6242,0.0587,2946.969
B0034,153,20,1.6,2,0.1035,0.1035,24,0.4966,0.3577,0.4591,0.6474,0.069,2936.171
B0034,154,20,1.6,2,0.1132,0.1132,24,0.4654,0.4432,0.4877,0.6629,0.08,2927.281
B0034,155,20,1.6,2,0.0737,0.0737,24,0.5459,0.3817,0.4223,0.6057,0.0402,2924.422
B0034,157,20,1.6,2,0.63,0.63,24,0.0,0.427,0.9629,0.9732,0.6156,3056.172
B0034,158,20,1.6,2,0.5286,0.5286,24,0.3146,0.2764,0.71,0.8016,0.4391,3045.078
B0034,159,20,1.6,2,0.4284,0.4284,24,0.3025,0.4022,0.6127,0.7919,0.3855,3034.25
B0034,160,20,1.6,2,0.3766,0.3766,24,0.3796,0.4595,0.5527,0.741,0.328,3022.609
B0034,161,20,1.6,2,0.391,0.391,24,0.3636,0.5251,0.6872,0.8191,0.3428,3028.828
B0034,162,20,1.6,2,0.4551,0.4551,24,0.274,0.4439,0.9097,0.9687,0.42,3037.875
B0034,163,20,1.6,2,0.3703,0.3703,24,0.4346,0.6268,0.6929,0.828,0.3246,3023.187
B0034,164,20,1.6,2,0.2404,0.2404,24,0.449,0.708,0.5166,0.736,0.2366,2996.922
B0034,166,20,1.6,2,0.1506,0.1506,24,0.4873,0.1627,0.4592,0.7066,0.137,2979.219
B0034,167,20,1.6,2,0.2629,0.2629,24,0.4978,0.2785,0.6099,0.7711,0.2016,2995.047
B0034,168,20,1.6,2,0.2787,0.2787,24,0.4526,0.3314,0.7088,0.8328,0.2222,2989.828
B0034,169,20,1.6,2,0.2741,0.2741,24,0.4377,0.3627,0.6833,0.8376,0.2162,2989.391
B0034,170,20,1.6,2,0.1797,0.1797,24,0.4164,0.5898,0.5204,0.7474,0.1712,2967.281
B0034,171,20,1.6,2,0.1193,0.1193,24,0.3265,0.5638,0.4877,0.7839,0.165,2962.609
B0034,172,20,1.6,2,0.0799,0.0799,24,0.3383,0.1568,0.4319,0.7441,0.1218,2957.016
B0034,173,20,1.6,2,0.1899,0.1899,24,0.3585,0.2428,0.6878,0.8622,0.1856,2973.281
B0034,174,20,1.6,2,0.2612,0.2612,24,0.4476,0.5643,0.7638,0.8566,0.2046,2968.016
B0034,175,20,1.6,2,0.2129,0.2129,24,0.4296,0.2126,0.657,0.8145,0.151,2959.281
B0034,176,20,1.6,2,0.1578,0.1578,24,0.3247,0.5929,0.5496,0.7901,0.1514,2942.797
B0034,178,20,1.6,2,0.2232,0.2232,24,0.4047,0.2432,0.4971,0.696,0.1627,2948.891
